id	content
1648	\n的办法。”楚昭王对司马子綦说：“屠\n\n羊说身处卑贱而陈述的道理却很深刻，\n\n你还是替我用三卿之位来延请他。”屠\n\n羊说知道后说：“三卿的高位，我知道\n\n比起屠宰羊牲的作坊实在是高贵得多；\n\n优厚的俸禄，我也知道比起屠宰羊牲的\n\n报酬实在是丰厚得多；\n\n
1649	\n是臣仆，诸侯不能跟他结交成朋友。所\n\n以，修养心志的人能够忘却形骸，调养\n\n身形的人能够忘却利禄，得道的人能够\n\n忘却心机与才智。孔子对颜回说：“颜\n\n回，你过来！你家境贫寒居处卑微，为\n\n什么不外出做官呢？”颜回回答说：“\n\n我无心做官，城郭之外我有五十亩地，\n\n足以供给我食粮；城郭之内我有四十亩\n
1650	\n地，足够用来种麻养蚕；拨动琴弦足以\n\n使我欢娱，学习先生所教给的道理足以\n\n使我快乐。因此我不愿做官。”\n\n
1651	\n可悲啊，你不了解我！”也就没有接受\n\n。于是善卷离开了家而隐入深山，再没\n\n有人能够知道他的住处。舜再把天下让\n\n给他的朋友石户地方的一位农夫，这位\n\n石户的农夫说：“君后的为人实在是尽\n\n心尽力了，真是个勤苦劳累的人！”他\n\n认为舜的德行还未能达到最高的境界，\n\n于是夫妻二人背的背、扛的扛，带着子\n
1652	\n女逃到海上的荒岛，终身不再返回。大\n\n王亶父居住在邠地。狄人常来侵扰，敬\n\n献兽皮和布帛狄人不愿意接受，敬献猎\n\n犬和宝马狄人也不愿意接受，敬献珠宝\n\n和玉器狄人仍不愿意接受，狄人所希望\n\n得到的是占有邠地的土地。\n\n
1653	\n\n\n“象”指的是“行迹”，而“罔”的意思与“忘”相通，所以“罔象”就是忘记行迹。这个掌故告诉人们，求道应该自然无为，如果刻意追求，道反而消失了。\n
1654	\n\n用千里不能形容它的辽阔，用万丈不能表明它的深度。传说四千多年以前，大禹做国君的时候，十年九涝，海水没有加深；三千多年以前，商汤统治的年代，八年七旱，海水也不见减少。海是这样大，以至时间的长短、旱涝的变化都不能使它的水量发生明显的变化。青蛙弟，我就生活在大海中。\n
1655	\n\n你看，比起你这一眼枯井、一坑浅水来，哪个天地更开阔，哪个乐趣更大呢？”青蛙听傻了，鼓着眼睛，半天合不拢嘴。\n\n
1656	\n\n我不能明白地告诉我的儿子，我儿子也不能从我这里得到做轮子的经验和方法，所以我已七十岁了，还在独自做车轮。\n
1657	\n\n庄子说：“还是让我们顺着先前的话来说。你刚才所说的‘你怎么知道鱼的快乐’的话，就是已经知道了我知道鱼儿的快乐而问我，而我则是在濠水的桥上知道鱼儿快乐的。”\n
1658	\n幸蒙上士甘捞摝，处世输君一个闲。\n谁解长生似我哉，炼成真气在三台。\n尽知白日升天去，刚逐红尘下世来。\n黑虎行时倾雨露，赤龙耕处产琼瑰。\n只吞一粒金丹药，飞入青霄更不回。\n乱云堆里表星都，认得深藏大丈夫。\n绿酒醉眠闲日月，白蘋风定钓江湖。\n长将气度随天道，不把言词问世徒。\n山水路遥人不到，茅君消息近知无。\n鹤为车驾酒为粮，为恋长生不死乡。\n地脉尚能缩得短，人年岂不展教长。\n星辰往往壶中见，日月时时衲里藏。\n若欲时流亲得见，朝朝不离水银行。\n灵芝无种亦无根，解饮能餐自返魂。\n但得烟霞供岁月，任他乌兔走乾坤。\n婴儿只恋阳中母，姹女须朝顶上尊。\n
1659	\n一得不回千古内，更无冢墓示儿孙。\n世上何人会此言，休将名利挂心田。\n等闲倒尽十分酒，遇兴高吟一百篇。\n物外烟霞为伴侣，壶中日月任婵娟。\n他时功满归何处，直驾云车入洞天。\n玄门帝子坐中央，得算明长感玉皇。\n枕上山河和雨露，笛中日月混潇湘。\n坎男会遇逢金女，离女交腾嫁木郎。\n真个夫妻齐守志，立教牵惹在阴阳。\n遥指高峰笑一声，红霞紫雾面前生。\n每于廛市无人识，长到山中有鹤行。\n时弄玉蟾驱鬼魅，夜煎金鼎煮琼英。\n他时若赴蓬莱洞，知我仙家有姓名。\n堪笑时人问我家，杖担云物惹烟霞。\n眉藏火电非他说，手种金莲不自夸。\n三尺焦桐为活计，一壶美酒是生涯。\n
1660	\n骑龙远出游三岛，夜久无人玩月华。\n九曲江边坐卧看，一条长路入天端。\n庆云捧拥朝丹阙，瑞气裴回起白烟。\n铅汞此时为至药，坎离今日结神丹。\n功能济命长无老，只在人心不是难。\n玄门玄理又玄玄，不死根元在汞铅。\n知是一般真个术，调和六一也同天。\n玉京山上羊儿闹，金水河中石虎眠。\n妙要能生觉本体，勤心到处自如然。\n公卿虽贵不曾酬，说著仙乡便去游。\n为讨石肝逢蜃海，因寻甜雪过瀛洲。\n山川醉后壶中放，神鬼闲来匣里收。\n据见目前无个识，不如杯酒混凡流。\n曾邀相访到仙家，忽上昆仑宴月华。\n玉女控拢苍獬豸，山童提挈白虾蟆。\n时斟海内千年酒，惯摘壶中四序花。\n
1661	\n今在人寰人不识，看看挥袖入烟霞。\n火种丹田金自生，重重楼阁自分明。\n三千功行百旬见，万里蓬莱一日程。\n羽化自应无鬼录，玉都长是有仙名。\n今朝得赴瑶池会，九节幢幡洞里迎。\n因看崔公入药镜，令人心地转分明。\n阳龙言向离宫出，阴虎还于坎位生。\n二物会时为道本，五方行尽得丹名。\n修真道士如知此，定跨赤龙归玉清。\n浮生不实为轻忽，衲服深藏奇异骨。\n非是尘中不染尘，焉得物外通无物。\n共语难兮情兀兀，独自行时轻拂拂。\n一点刀圭五彩生，飞丹走入神仙窟。\n莫怪爱吟天上诗，盖缘吟得世间稀。\n惯餐玉帝宫中饭，曾著蓬莱洞里衣。\n马踏日轮红露卷，凤衔月角擘云飞。\n\n
1662	\n何时再控青丝辔，又掉金鞭入紫微。\n黄芽白雪两飞金，行即高歌醉即吟。\n日月暗扶君甲子，乾坤自与我知音。\n精灵灭迹三清剑，风雨腾空一弄琴。\n的当南游归甚处，莫交鹤去上天寻。\n云鬓双明骨更轻，自言寻鹤到蓬瀛。\n日论药草皆知味，问著神仙自得名。\n簪冷夜龙穿碧洞，枕寒晨虎卧银城。\n来春又拟携筇去，为忆轩辕海上行。\n龙精龟眼两相和，丈六男儿不奈何。\n九盏水中煎赤子，一轮火内养黄婆。\n月圆自觉离天网，功满方知出地罗。\n半醉好吞龙凤髓，劝君休更认弥陀。\n强居此境绝知音，野景虽多不合吟。\n诗句若喧卿相口，姓名还动帝王心。\n道袍薜带应慵挂，隐帽皮冠尚懒簪。\n\n
1663	\n除此更无余个事，一壶村酒一张琴。\n华阳山里多芝田，华阳山叟复延年。\n青松岩畔攀高干，白云堆里饮飞泉。\n不寒不热神荡荡，东来西去气绵绵。\n三千功满好归去，休与时人说洞天。\n天生不散自然心，成败从来古与今。\n得路应知能出世，迷途终是任埋沈。\n身边至药堪攻炼，物外丹砂且细寻。\n咫尺洞房仙景在，莫随波浪没光阴。\n自隐玄都不记春，几回沧海变成尘。\n玉京殿里朝元始，金阙宫中拜老君。\n闷即驾乘千岁鹤，闲来高卧九重云。\n我今学得长生法，未肯轻传与世人。\n北帝南辰掌内观，潜通造化暗相传。\n金槌袖里居元宅，玉户星宫降上玄。\n举世尽皆寻此道，谁人空里得玄关。\n\n
1664	明明道在堪消息，日月滩头去又还。\n日影元中合自然，奔雷走电入中原。\n长驱赤马居东殿，大启朱门泛碧泉。\n怒拔昆吾歌圣化，喜陪孤月贺新年。\n方知此是生生物，得在仁人始受传。\n六龙齐驾得升乾，须觉潜通造化权。\n真道每吟秋月澹，至言长运碧波寒。\n昼乘白虎游三岛，夜顶金冠立古坛。\n一载已成千岁药，谁人将袖染尘寰。\n五岳滩头景象新，仁人方达杳冥身。\n天纲运转三元净，地脉通来万物生。\n自晓谷神通此道，谁将理性欲修真。\n明明说向中黄路，霹雳声中自得神。\n欲陪仙侣得身轻，飞过蓬莱彻上清。\n朱顶鹤来云外接，紫鳞鱼向海中迎。\n姮娥月桂花先吐，王母仙桃子渐成\n下瞰日轮天欲晓，定知人世久长生。\n\n
1665	\n晚醉九岩回首望，北邙山下骨皑皑。\n结交常与道情深，日日随他出又沈。\n若要自通云外鹤，直须勤炼水中金。\n丹成只恐乾坤窄，饵了宁忧疾患侵。\n未去瑶台犹混世，不妨杯酒喜闲吟。\n因携琴剑下烟萝，何幸今朝喜暂过。\n貌相本来犹自可，针医偏更效无多。\n仙经已读三千卷，古法曾持十二科。\n些小道功如不信，金阶舍手试看么。\n倾侧华阳醉再三，骑龙遇晚下南岩。\n眉因拍剑留星电，衣为眠云惹碧岚。\n金液变来成雨露，玉都归去老松杉。\n曾将铁镜照神鬼，霹雳搜寻火满潭。\n铁镜烹金火满空，碧潭龙卧夕阳中。\n麒麟意合乾坤地，獬豸机关日月东。\n三尺剑横双水岸，五丁冠顶百神宫。\n
1666	\n闲铺羽服居仙窟，自著金莲造化功。\n随缘信业任浮沈，似水如云一片心。\n两卷道经三尺剑，一条藜杖七弦琴。\n壶中有药逢人施，腹内新诗遇客吟。\n一嚼永添千载寿，一丸丹点一斤金。\n琴剑酒棋龙鹤虎，逍遥落托永无忧。\n闲骑白鹿游三岛，闷驾青牛看十洲。\n碧洞远观明月上，青山高隐彩云流。\n时人若要还如此，名利浮华即便休。\n紫极宫中我自知，亲磨神剑剑还飞。\n先差玉子开南殿，后遣青龙入紫微。\n九鼎黄芽栖瑞凤，一躯仙骨养灵芝。\n蓬莱不是凡人处，只怕愚人泄世机。\n向身方始出埃尘，造化功夫只在人。\n早使亢龙抛地网，岂知白虎出天真。\n绵绵有路谁留我，默默忘言自合神。\n
1667	\n击剑夜深归甚处，披星带月折麒麟。\n春尽闲闲过落花，一回舞剑一吁嗟。\n常忧白日光阴促，每恨青天道路赊。\n本志不求名与利，元心只慕水兼霞。\n世间万种浮沉事，达理谁能似我家。\n日为和解月呼丹，华夏诸侯肉眼看。\n仁义异如胡越异，世情难似泰衡难。\n八仙炼后钟神异，四海磨成照胆寒。\n笑指不平千万万，骑龙抚剑九重关。\n别来洛汭六东风，醉眼吟情慵不慵。\n摆撼乾坤金剑吼，烹煎日月玉炉红。\n杖摇楚甸三千里，鹤翥秦烟几万重。\n为报晋成仙子道，再期春色会稽峰。\n发头滴血眼如镮，吐气云生怒世间。\n争耐不平千古事，须期一诀荡凶顽。\n蛟龙斩处翻沧海，暴虎除时拔远山。\n
1668	\n为灭世情兼负义，剑光腥染点痕斑。\n雨雪霏霏天已暮。金钟满劝抚焦桐。\n诗吟席上未移刻，剑舞筵前疾似风。\n何事行杯当午夜，忽然怒目便腾空。\n不知谁是亏忠孝，携个人头入坐中。\n未炼还丹且炼心，丹成方觉道元深。\n每留客有钱酤酒，谁信君无药点金。\n洞里风雷归掌握，壶中日月在胸襟。\n神仙事业人难会，养性长生自意吟。\n铁牛耕地种金钱，刻石时童把贯穿。\n一粒粟中藏世界，二升铛内煮山川。\n白头老子眉垂地，碧眼胡儿手指天。\n若向此中玄会得，此玄玄外更无玄。\n箕星昴宿下长天，凡景宁教不愕然。\n龙出水来鳞甲就，鹤冲天气羽毛全。\n尘中教化千人眼，世上人知尔雅篇。\n
1669	\n自是凡流福命薄，忍教微妙略轻传。\n闲来掉臂入天门，拂袂徐徐撮彩云。\n无语下窥黄谷子，破颜平揖紫霞君。\n拟登瑶殿参金母，回访瀛洲看日轮。\n恰值嫦娥排宴会，瑶浆新熟味氤氲。\n曾随刘阮醉桃源，未省人间欠酒钱。\n一领布裘权且当，九天回日却归还。\n凤茸袄子非为贵，狐白裘裳欲比难。\n只此世间无价宝，不凭火里试烧看。\n因思往事却成憨，曾读仙经第十三。\n武氏死时应室女，陈王没后是童男。\n两轮日月从他载，九个山河一担担。\n尽日无人话消息，一壶春酒且醺酣。\n垂袖腾腾傲世尘，葫芦携却数游巡。\n利名身外终非道，龙虎门前辨取真。\n一觉梦魂朝紫府，数年踪迹隐埃尘。\n
1670	\n华阴市内才相见，不是寻常卖药人。\n万卷仙经三尺琴，刘安闻说是知音。\n杖头春色一壶酒，炉内丹砂万点金。\n闷里醉眠三路口，闲来游钓洞庭心。\n相逢相遇人谁识，只恐冲天没处寻。\n曾战蚩尤玉座前，六龙高驾振鸣銮。\n如来车后随金鼓，黄帝旂傍戴铁冠。\n醉捋黑须三岛黯，怒抽霜剑十洲寒。\n轩辕世代横行后，直隐深岩久觅难。\n头角苍浪声似钟，貌如冰雪骨如松。\n匣中宝剑时频吼，袖里金锤逞露风。\n会饮酒时为伴侣，能行诗句便参同。\n来年定赴蓬莱会，骑个生狞九色龙。\n神仙暮入黄金阙，将相门关白玉京。\n可是洞中无好景，为怜天下有众生。\n心琴际会闲随鹤，匣剑时磨待断鲸。\n
